Date,AAPL,ABBV,ABT,ACN,ADBE,AIG,ALL,AMGN,AMT,AMZN,AXP,BA,BAC,BIIB,BK,BKNG,BLK,BMY,BRK-B,C,CAT,CHTR,CL,CMCSA,COF,COP,COST,CRM,CSCO,CVS,CVX,DD,DHR,DIS,DOW,DUK,EMR,EXC,F,FDX,GD,GE,GILD,GM,GOOGL,GS,HD,HON,IBM,INTC,JNJ,JPM,KHC,KO,LIN,LLY,LMT,LOW,MA,MCD,MDLZ,MDT,MET,META,MMM,MO,MRK,MS,MSFT,NEE,NFLX,NKE,NVDA,ORCL,PEP,PFE,PG,PM,PYPL,QCOM,RTX,SBUX,SO,SPG,T,TGT,TMO,TMUS,TSLA,TXN,UNH,UNP,UPS,USB,V,VZ,WBA,WFC,WMT,XOM
2018-11-09,808258604627.2461,154957598146.35156,126734672389.91113,103469304392.22656,113555770880.12695,31917507254.040527,24634489760.864258,104391464943.9414,74235987615.36914,888807161088.0,80552460139.74756,221284307056.67578,229113061120.0,47152599749.816895,38525522420.29541,72667054750.0,61852122304.0,110924880931.57861,290312336895.38086,130821590833.39062,66837774074.7315,48634220363.46094,50728084465.82031,158721938944.20898,34465627782.62256,79537249965.45117,105455930100.95215,137392437622.07031,195928890723.09766,102729056532.55957,222361176821.47266,38936976442.93652,77044038127.54688,215986850641.12305,,65120096704.0,39342060109.984375,31802088541.826294,36862650049.74365,57559608000.0,50302249127.44141,57548554665.8457,89148107166.16406,50211130603.51172,322008152675.72656,77024877931.64062,189333162937.3828,99911457291.49805,107307305226.71191,203503096941.2246,376919779431.83203,327968607531.5332,65485523734.00781,213590995658.08594,79799416415.5166,104818725571.90918,77796787230.77344,57982817370.12793,194974526354.5625,135797486976.0,59757978752.532715,125976524633.03125,34676373582.91992,324633014848.0,112541088000.0,116848716765.74707,183673858164.0625,77426298394.07422,824224032097.543,88180648699.55273,138283369637.35547,96801015802.91504,124982002707.8789,136852982616.60156,159922255865.3457,234167884927.71094,215309204441.94922,139915301283.65234,98684541849.52344,64366918640.13672,120817609789.92188,78516933551.02539,50769025497.43652,61241580324.645996,167277970408.24805,40358807526.85547,94405212792.0,83296364935.0957,73743696960.35449,89049936063.74805,257765505881.83594,92423659179.07031,81095637338.10938,80953510684.98535,233347323675.98438,245176696450.16406,71189302443.45117,199205355275.90332,282748193280.0,324489591141.69727
2018-11-12,782502845696.0,156580741760.0,126473840501.21973,103778397411.20703,111987017720.03174,31642483092.76758,24574032918.48755,103472421837.92676,74613488425.30078,871231121971.0312,80388951877.66992,222716103676.0664,226164468949.7832,47026674916.56494,38138848438.22754,71212975161.34033,61844635981.76172,112101359843.53711,288072829431.6035,127628922100.3125,65594786383.493355,48238207357.19141,52246192260.25391,159096283776.0,34534352982.02051,81787953131.50781,105309690449.52393,132210765350.3418,192098324404.30078,102344453415.62695,227402016066.84082,38362070547.896484,76844802242.74219,215621396224.0,,65698085728.0,39119175446.32031,31802088541.826294,36862650049.74365,56451144759.521484,50741188401.85547,55126143833.00586,88649165256.45898,49543873670.578125,318773287317.7344,73803456000.0,186226527177.19336,99964712669.74902,107211811969.80176,198998409234.7754,376789874655.41016,325601537535.52734,66307772243.984375,214542408501.91406,78364893344.21484,106565391702.10596,79318840185.86719,56605762933.063965,192379620461.4375,135760980047.12988,60016728379.27637,125697139754.41797,34638083117.59497,319611424860.35547,110648857080.5664,109422950638.12256,181906369516.60156,76023405779.55566,813591279425.8516,89126595094.51758,133362297600.0,95106903820.8584,124722653825.11523,136174417624.60156,161189728128.0,237167300402.08594,217336200066.76953,136702247889.82617,96140724520.91406,62796178810.11963,120403821532.53516,78459618798.82812,50867161663.81836,61712443842.95654,165766092024.06152,40234184354.8584,93533485468.90869,82420450326.53906,73610578544.73926,86263438511.62207,256964832000.0,91765187488.60547,79544608512.0,81474703740.65039,232085114026.39062,247362773182.91797,71085764549.8711,199355447507.32324,284094613248.0,330149769445.1953
2018-11-13,753522734379.5938,158786104320.0,123239392410.08887,102611422796.33984,109344908239.7461,30802929695.363525,24045701842.37671,103077025070.04395,75196042185.30078,846118770739.1719,79266656343.6958,210287169763.52344,221143911168.0,46379677999.87793,38012584105.77246,70768291970.61768,61220122227.42383,111387070506.65283,282375800298.87305,125331756562.85156,64728303753.53755,48708005242.106445,51068207219.23828,159096283776.0,34202183612.387695,78387687395.83594,104028993000.0,128061515838.62305,186230243646.62402,103793143740.18652,220630743109.68164,37780629880.311035,75184529474.74219,213995100367.7754,,66199010724.72168,38456237676.50391,32511481181.955322,37452136550.598145,55496006392.456055,49863309853.02734,52507328392.70703,88062909226.29492,49933105555.734375,313331328966.2031,67952369170.89844,178253871394.57617,98486908934.91504,105206474358.18896,195995300008.24512,379908342705.5156,318821825812.93945,65964146560.0,215407327769.30664,78443230655.89258,108454442992.0,77194043873.22656,55638893402.12793,187829152859.35938,134293495085.4961,60779366240.532715,123195962488.35547,34584475881.86499,314125302272.0,108966255796.99707,109155198723.75488,182124275893.5547,72833496026.07422,799686949820.9141,90568277236.07666,131139592640.0,94085454787.88672,119480084583.70898,134274443930.26562,162222995616.0,237435089972.90625,216770532305.64062,135988237340.34766,93853524226.6289,60980361869.81201,118472798517.11719,77886418798.82812,51008910668.94531,61702634602.11182,166576021515.87598,39518768467.7124,91315589764.90869,82240464988.45215,70396705835.53418,85419319999.74805,253780690058.3496,90497020822.14062,78326977837.05469,81198777661.32031,227117191368.03125,248413770686.91797,70982226656.29102,197441807340.67676,279166711234.3828,322629823998.9961
2018-11-14,762448728665.5078,157110034158.58594,121900393468.17285,102958361975.77344,111078793679.80957,30759503520.0,23937931559.783936,102606814693.98535,75461683002.00977,849725316414.0469,80723408070.27832,211815223623.45703,222737747238.3789,46543237166.62598,38304565859.11377,71377698020.61768,61480708398.81445,111113957756.46289,287470377024.0,127297978173.07812,65641203198.59846,49135637713.4043,51682085767.08984,158098025602.29883,34656530790.62256,78436090904.95898,105079251596.1914,130720546539.30664,185252222414.45117,103972627150.97754,219840750023.68652,38002752612.485596,74793443901.25781,214598112703.10156,,66199010724.72168,38593396463.328125,32199350469.047607,37845130049.74365,56438576392.456055,49775524509.765625,57352141740.21094,89010897903.08203,50322342743.77734,314873010176.0,68564077346.19141,183592436570.11523,98952880797.83008,105137022827.39062,199582346697.95898,376867833382.65234,322124027691.5332,65571430155.00391,215580298425.21484,77449349359.78516,106660317556.03027,78070297061.51953,56646781423.67676,188562492086.71875,134497920518.74805,59649028260.19092,123541871926.25781,35220108707.48511,317885950548.2539,110775739283.56934,108066323234.25293,181470537403.56445,75305257990.51855,803776435169.543,89880314116.44727,133540111283.53711,95069535240.97168,127390258486.06055,135631573914.26562,161795915084.46094,234382138119.51562,220188131589.53906,135119009165.73828,94813035466.32422,61091760169.98291,119585430651.10547,77152723498.53516,51357838336.18164,61823623554.93164,164956162532.24707,39011049650.57373,91666591394.5459,82384455089.8086,72412506758.86084,86971407536.12598,250717615235.5957,91301822656.0,80059201671.16406,82762356828.31543,229819615858.42188,248581934136.42578,71077134746.41992,199392963408.38672,277362513408.0,318829412838.1992
2018-11-15,740782465442.5508,154604732060.47266,119865825133.56543,100876736524.33984,107326624040.22217,30100888378.595947,23094176880.43213,100635146729.95605,75848499552.0,811089749672.2969,79288952667.13916,205215736884.60938,216282724833.29688,45053840749.816895,37681149264.0,69140256097.68066,59487363127.9668,109559333208.84277,281354267072.61914,122586846853.84375,64119702811.84285,48074081149.893555,51582538493.16406,158513973119.16406,33690562036.214355,76935619050.2461,102952146605.71289,125840797027.58789,190712803393.37598,101767534068.55957,213784232032.41797,37538906332.52197,73848934071.77344,212862169368.78613,,65382115572.66797,38079045562.48828,31858840787.71216,37334240000.0,56109305886.1084,48831808000.0,53947678756.46094,87588919646.16406,48529086753.64453,312336214153.6172,67088007414.55078,179973062548.9629,96955849821.83008,103878263192.48438,196078706007.75488,372683876522.27344,316308654698.11523,63816476672.0,214758634194.52148,76421192688.32227,103641629050.01514,76525459993.2539,55146671514.774414,185234261312.2422,133585302998.74805,59444753879.618164,121785731153.38672,34117324609.32495,314855315827.84766,109082102203.00293,104906801617.12646,177959778381.34766,72399263870.81445,780652057378.1602,89167064421.40576,126920902967.14062,92727679032.22656,121616629417.93945,135821571283.69922,160404445257.55762,228704676190.89844,219976012922.46094,131657598097.82617,93485337899.54297,59966622039.79492,116973957321.0,76476342950.43945,51521400000.0,60182142397.88818,163876247452.7373,38240245295.71533,90196995356.72754,81424539389.63477,72334328405.0581,85782382991.11816,245792448000.0,90179986132.92969,78979280971.78125,81689311613.99023,224689861320.03125,247404806026.8203,70352389239.19336,193389417287.41992,275531381429.73047,309975276557.40234
2018-11-16,749079357312.0,158309751929.64453,122561202965.21973,102005864978.7539,109867825959.77783,30687129321.959473,23380684597.839355,102783143585.00732,75447702280.66992,814419260160.0,80701111746.83496,203940360576.0,220665766426.86523,46580871500.12207,38667566784.0,68879502011.59668,60526718769.11914,112584554392.88428,284196226944.0,125545900245.77344,66425161799.52882,47774438354.43262,51798224780.76172,161009594753.2539,33797467254.62256,79367833067.50781,101613837752.38037,128421905944.82422,189327282382.45117,102023945927.62695,221006919360.0,38224875344.66016,74712274560.0,212935263040.44922,,66615163527.55469,39130607888.671875,32752675855.73291,36469656550.598145,57026742987.30469,49748089235.35156,52900150084.88867,86628454804.58984,49099035715.28906,316426589522.3203,67463670205.078125,174926066155.0371,98174039936.08105,104946043241.40381,199248674966.6123,376062233432.16797,319844622825.8789,63828747011.478516,214758634194.52148,75270644239.5166,106014811610.01514,76948388161.83984,54402473151.353516,187095813632.0,133972251936.0,59921399296.0,123355615340.51562,34109667684.81006,312068018959.3906,112121820310.4248,102050733531.49414,180962089190.67383,73468139591.7041,796192260542.1484,91144951636.44727,127645506954.71094,91880623041.19824,100850109748.94531,137151552869.73438,161258616831.57617,230847121968.35156,221130923179.58984,133023529778.26172,95951055872.0,61403678810.11963,118619924717.20312,77152723498.53516,51117953164.67285,59645882277.46582,162364369068.55078,36670940591.430664,91797741004.90869,80668611954.99121,72938644903.63037,87706605073.13379,246714160587.89062,92551699217.4414,79319928471.5625,83390853820.65039,227230453930.39062,248287656118.26172,71154789812.25781,197554383671.0332,266106441653.73047,316848361227.8965
2018-11-19,747113269760.0,161062040097.17578,125204401152.0,103765778816.0,108941250000.0,31020055050.38379,23525254000.0,104151019420.97803,76664074816.0,809037700958.9531,81682189671.6958,201864853987.52344,221382991138.54102,47058518333.25195,38935872469.852295,68499087606.70166,61417810494.88086,113361866666.69434,285872590186.2539,126694490440.76562,66610836929.873795,49608440849.02832,52246192260.25391,160510473599.79102,33568384227.612305,79101627615.36914,102637508550.47607,128178405944.82422,188879023298.75195,101882921850.41797,222210700581.26367,38564592464.45654,76195453142.40234,211966796288.0,,66723054341.666016,39599237740.50391,32575326272.958252,35447880198.97461,56921175607.543945,50247382764.64844,52310915467.072266,86154465224.45898,49696787712.0,315880000461.9922,67097980448.73047,177660700895.26758,98806431046.9961,105588447385.82959,202752315656.8164,380532012523.4531,321334996927.7637,63779660972.015625,217569617689.30664,77654979199.94629,107267851712.0,76251942433.83984,54677884932.90234,187133414518.47656,137067854574.36621,60234624168.91455,125071845437.90234,33650173336.784912,304413965051.9492,114653992770.1416,101640175148.6206,184545503031.00586,73768753521.77734,805040454819.3945,91134840093.77637,126156291918.24805,93039096536.22656,99905326031.4668,138562969295.58398,162677635833.3457,233632284250.92188,220895229777.64062,134917215594.95703,94578728885.67578,62216898300.1709,119539457893.9336,78069838250.73242,51019816998.291016,60571258916.19873,163822250335.19824,36892490940.85693,92904758368.54541,82228463524.73047,75294641363.75684,88496266560.0,252756577588.62305,91673736963.48828,79805529765.89062,84264617789.32031,227311369870.40625,253290398464.0,71042622115.22656,198755092895.22656,263736749906.15625,317212214630.7012
2018-11-20,701382054100.4062,157021814272.0,122404690564.86914,101053358356.5664,96056368679.80957,31027291365.82837,23183545597.839355,104899082124.08789,76971664907.98047,737466259200.0,79935574399.3916,181741546238.23828,218514092291.8379,46166907083.19092,39283090353.18164,65051327613.40332,60039988993.11914,111366057518.27295,281982898292.5078,124241581342.53906,63877293395.28345,48182495339.46094,52213008780.76172,158721938944.20898,33304940057.37744,79331532743.67188,99672847348.57178,111357421783.44727,183051686300.90234,98844507342.97754,224279698658.42285,37186119667.634766,74424494397.25781,207435086233.23535,,67871324223.055664,38827713569.34375,32809426204.628906,35762273499.14551,55981117746.82617,48431275598.14453,50215858123.927734,85318742997.70508,48793207632.44531,299215493110.3828,64860606829.10156,170160559584.0,96989135702.91504,102862573523.62207,197705409398.04102,383312672640.0,320808983850.35156,63877837732.490234,219775146149.04297,77106632959.5166,109052482389.86377,73787788039.35938,50312328330.774414,171093946559.7578,135556554613.87793,60792982454.552734,126215998836.16016,33152391444.81006,281009413832.10156,112309386770.1416,99658786468.50586,184037035458.98438,73301124773.92578,756932883516.9141,92379239090.96484,113193474963.57031,87807276766.80176,82782052782.35156,132103027672.60156,165047264287.57617,235721150579.0625,219763876273.1289,137090297873.82617,85909666304.0,60378800849.91455,116992350882.91406,77255895300.29297,51346936166.381836,60738021000.0,161824425164.43164,31381463414.001465,89305980806.90918,81280549288.27832,72211771200.70898,84330137950.48828,247300715293.9453,89936102560.60547,79935990392.83594,84218626211.01465,210870248419.1875,256569505544.65625,69955503854.38672,199055263044.4834,255765946160.96484,317050491725.40234
2018-11-21,706729814641.8555,156139669248.0,120596180956.17285,100927201280.0,103358871839.90479,31200993306.38379,23270287239.135742,104284601172.97803,74837187077.99023,791584719009.0469,79058549764.25244,195560160785.08594,219868848391.67578,46301520500.24414,39156829031.033936,65715394818.04199,61109299064.0332,113025730979.57861,276731168758.36523,122178023719.96484,63346057747.05953,45978079611.836914,51889477767.08984,152649247998.95508,32919315165.591797,77939971092.49219,97740721798.0957,120970797027.58789,183173948670.62402,97613759762.79102,219464573773.36816,37009726335.19116,75457554134.40234,205571246400.0,,67855913769.44336,38530531110.99219,32128410635.937744,35565776749.572754,55888118734.13086,48557472000.0,51001505667.37891,84283440200.45898,49071232680.22266,310509340277.1328,63859935102.53906,170914594560.0,96489877958.91504,102098634396.17432,199582346697.95898,380012274457.34766,318617266410.35156,62626052435.984375,212899063543.56445,77963427695.5166,108482920023.93945,74709632640.0,50716656645.87207,177261524854.47656,133760529573.11426,59376657224.381836,123408832957.90234,33137074674.40503,297312948648.5078,110157860919.4336,99498132596.13037,181397901944.58008,72299061351.11133,770316731105.543,90295118928.0,121990944993.81836,89675781790.80176,95477851932.70312,132347311483.88477,159660491404.88477,232989546210.65625,216039877364.92188,134141115626.95703,88241496017.82812,61503938980.10254,116127987244.3125,77347609399.41406,50703600000.0,60021916481.68945,159286642453.91016,32309200000.0,90605858666.5459,80140657404.45215,74377599359.29102,88723180064.0,244479689470.45898,86643753411.48828,79001023488.0,83114927741.32031,217424044487.20312,249128441291.90234,69368802289.32227,197441807340.67676,254096378004.53906,313047950067.0996
2018-11-23,687894722293.7969,151023225416.70703,118144268332.52344,98309405846.86719,102157080079.65088,31447069444.979736,22981150440.216064,102190040280.0,74455028398.0293,778251334052.6719,78694357579.74756,189502104960.0,215804580092.1621,45421486666.62598,39141045989.47705,64660566181.95801,60453336357.728516,111303034581.34717,274046361696.0,121340928072.76562,62902500928.453445,45613686070.5957,51308779534.17969,154978490626.29883,32739865872.0,76088576104.64355,96650581504.76074,118175421783.44727,181136418686.62402,95883021283.81348,215740365754.31836,36715742117.14746,75191910041.14453,205096144504.78613,,66753881128.49902,37999035906.82422,31922685878.715088,35644373200.68359,55654359379.76074,48277648107.91016,50936033305.80469,82799090636.13086,49112939884.265625,307001180388.97656,63700361482.91016,170301312165.88477,94952165732.58301,102515329725.29736,194743987260.1631,368629864091.78906,311925219818.11523,62626052435.984375,210823267200.0,76798184463.94629,106185681044.03027,74218321217.22656,51578044948.74072,173820477074.5625,133256762919.61816,58995340891.27637,123062923520.0,32493784924.27002,295653836136.5078,109098651689.5752,97266832596.13037,179485142379.1504,72282356683.85156,759683978433.8516,89121531604.44727,115629550917.28906,89750528454.2832,88493928078.35156,130393051347.69922,158131254681.76953,230043710185.59375,215073511040.0,128910209421.73828,87125786065.82812,61013780509.94873,114932584081.71094,75937533551.02539,49907608499.14551,59688387324.645996,160690512967.3828,31935337526.85547,88831545634.72705,79660699554.36523,70648155761.92383,86562965998.86621,242068320000.0,86930310794.46484,78877812209.67188,81704638241.6748,214559788116.78125,247446854907.67188,68255794618.12891,195002872991.22656,253477015779.57422,307468648638.9961
2018-11-26,685142211721.043,152417016169.8828,119518040437.21973,100006236333.2461,105129454119.87305,31772758857.959473,23241373358.703613,104161708244.0293,75028266417.9707,789537758537.3438,79638276855.6958,189838996122.3047,216601498127.35156,46563503166.87012,39803918683.329346,65671441370.617676,61873091318.91406,112164382780.46289,274111848694.36523,122002815927.23438,63774142293.96391,47211289294.97168,51449807739.74609,157141370113.67188,33163670782.7959,78290880377.58984,98755534504.76074,121243523269.65332,183948204468.30078,98139396738.04492,215552277629.15918,37088126095.62744,76077386598.85547,206813810935.8877,,66815528822.55664,37879021423.328125,31880121220.053223,36273159801.02539,56775390987.30469,49248799892.08984,49823036431.74609,84033974003.86914,50238933638.578125,310120214555.02344,63554083551.26953,171115667485.42383,95770945588.66406,102758399691.34131,197163174934.6123,369019657728.0,314789073749.64844,63276492785.51758,211947650699.73633,76886308336.59082,105616118678.10596,75226270907.70703,51958933487.67676,174478600182.96094,133169144062.25977,60384428498.36182,120561756404.16016,33282579611.18994,294215952128.0,109545513080.5664,95713842893.37158,181567391135.2539,73017209140.14844,779164982111.0742,89748794593.11182,115825150039.07422,90111764395.66016,92557079419.58789,133433019612.7168,159646711561.98145,232025460685.40625,214837817638.05078,130462409357.73828,88107616271.39062,62150061019.89746,119346358936.67578,75639475848.38867,49863991500.85449,59802835120.42236,160096571945.7246,31418389059.143066,91477591875.27246,81304552215.72168,68672501950.22754,87506927006.48828,246369683293.9453,87814366649.02344,79660575971.34375,82777683456.0,217812426184.03125,246521971972.32812,70266110952.51562,196353674446.83984,257677860050.15625,308236793882.30273
2018-11-27,674407330486.957,152117090092.23438,119483254007.30371,99690838829.2461,105854200959.77783,31570106133.82837,23138861239.135742,103210606822.04395,75224003627.98047,808514394876.375,81384892128.0,189670550541.15234,218593785615.35156,45994663749.816895,39977529130.147705,66243174325.25635,62189089072.0,106492086048.0415,274792877506.47656,123326606488.69531,63954658688.754234,47021563314.43262,52038800260.25391,156475869953.4629,33522569369.979492,78327189933.45117,97213374596.1914,121896101486.20605,185211478654.62402,99985513217.76855,215458240741.68164,37336380913.940186,75966700621.71094,207599550479.7754,,67062137237.612305,38004752128.0,32071660287.041748,36823349950.25635,56247550253.17383,48982693637.20703,49037388888.29492,82936299899.21289,51809770651.06641,312300565070.28125,64295441170.89844,170019807002.11523,94779093371.33594,102767080266.71191,195786737276.1631,365303492884.5469,317828257941.88477,62503330315.00391,211385467198.3496,76210669567.67773,106584373975.93945,74431052803.0664,52216766554.774414,179339328896.0,133848137290.12207,59730741129.447266,121985294681.03125,33405110853.05493,300299364672.0,109848925946.28906,95214033872.37549,181761079239.50195,73518240851.55566,790169475235.3945,89824677475.55273,115242802424.85938,90037027235.88672,93860004864.0,130067332696.60156,158944097238.01855,231382722645.14062,216676251348.41016,130695229874.26172,90372506112.0,61927260169.98291,113718798504.8086,75043342950.43945,49765855334.47266,59233874204.22363,161122476272.05957,31889178709.716797,92114029157.81836,80680604264.27832,71852563065.49365,86671880048.88184,247254175059.08203,87302225101.95312,79805529765.89062,82455771645.99023,218912803953.59375,248918244998.4922,70533575616.0,197704461588.87012,255792859768.11328,309570984716.9004
2018-11-28,694933289329.8555,155328097441.17578,121900393468.17285,100933505765.01953,109124727200.31738,31497731935.78784,23070519157.62329,105241051083.08057,75140112188.68945,827973239961.6562,82001783538.83496,195951193202.84766,222179893973.7832,46932593500.0,40671967907.11377,67524406722.680664,63147571409.11914,108088736572.42139,278957586816.0,123891165757.07812,64625152652.21802,47848218637.893555,52287670027.34375,159013094272.62695,33801286130.408203,78787009422.08203,98724510899.04785,134879515838.62305,188675273409.37598,103357258251.44043,216267032595.0498,37375579043.14746,77080929700.11328,208896931784.1123,,67586180854.55664,38290502144.0,32390885742.056396,36430360198.97461,56946308506.34766,49199417235.35156,48382686067.99219,84183649915.21289,51100806514.08984,314118509678.59375,64774167102.53906,173840253948.6914,95644465334.9961,105050217073.68457,199957737340.1631,373775338357.1367,320867442134.1211,62981953140.99609,212812569967.1289,75167825584.10742,108910097230.1665,75431405212.9336,53933691040.16162,183335093760.0,135775585046.74805,60098441248.532715,124246987593.74219,33673149953.08008,301471801480.10156,111432230310.4248,96017303234.25293,185949795024.41406,73969171303.11133,802214989120.6172,90325468993.48242,120906263888.0332,90061945958.2832,97861402433.11523,129551627030.15039,159784488969.1338,237220858316.25,218326123144.3086,132014609293.73828,91789454005.67578,62261459320.06836,113332600590.29297,75868752349.85352,50256536166.381836,59420259759.15527,164362207874.95312,32950768118.286133,93572054036.72754,81292550752.0,73107684737.30127,87770140577.25977,254004157059.08203,90679931175.58203,80914442330.10938,82808342558.99512,221809431638.4375,255182197178.58984,72319563138.93555,199430493623.0332,257031563673.3047,311471190297.2988
2018-11-29,718251118896.6953,157039460941.41016,125952150189.56543,102321262482.7539,113005332279.96826,31779995173.404053,23236117201.080322,106747849005.98535,75498967296.0,859303344197.7188,83242994688.0,202117531538.84766,224570648079.35156,47628802166.62598,40198485691.329346,68918284200.0,63649278400.0,109223197521.72705,282690125900.73047,126713947246.46875,67461851223.09019,49018189390.97168,52030505972.65625,160968007934.95508,34202183612.387695,80420588618.87695,101480892000.0,136213905944.82422,191120318717.24805,103446999956.83594,221853323098.31836,37205720483.24927,78490319507.66016,211509971296.0,,67516824993.88867,38719127168.0,32525670666.16919,36823349950.25635,58042203379.76074,49835878764.64844,50084917559.86719,85817684907.41016,51142513718.13281,321862587474.03125,65166458380.37109,177751181410.57617,96057191977.08496,106291615557.84961,202251800104.24512,378427047580.96875,322240899668.4668,62540146014.98828,213115289236.17188,76137225536.4834,109451182564.15137,76229150592.0,54701324709.063965,189963365403.60156,139243531622.74805,60357190875.27637,126894500619.83984,34186248615.45996,300675426124.15234,112469367946.28906,99034018382.87354,186894075350.3418,74987939393.18555,820357602366.1484,89576805742.88818,125502816117.35547,92976809233.94336,98800005120.0,131315900150.98242,163118496207.7881,239738209492.85156,218868234152.8203,134265294464.0,95248161666.6289,64489459320.06836,112909615551.94922,76441952349.85352,50289246835.32715,60159250842.95654,163984241687.81543,32978460591.430664,95234510570.5459,82072481114.08691,73321097376.17725,88941015088.88184,261089296940.91797,91990780955.90625,81979869861.89062,82777683456.0,227667380252.8125,249801079052.98438,72336816163.22656,202507312799.22656,261259321551.03516,316241908044.39844
2018-11-30,708931823100.0586,159244823501.41016,128560575213.56543,102043711139.20703,114780499040.22217,31389167877.82837,23257145842.37671,108014201405.92676,76067540334.66016,861617085092.6719,82031513860.25244,205709048357.6953,222658053914.86523,47334976083.31299,39930180005.47705,69003968400.25635,63095153442.23828,108824030883.57861,284497443155.8887,125312299757.14844,67075028690.698524,49882488466.43262,52121758958.984375,164087542910.95508,33793651291.785645,79900262435.83594,102672961201.9043,135278859405.51758,192628086552.7744,102254711710.23145,222041425573.68164,37186119667.634766,79774262205.25781,213501721569.34766,,67655542594.83301,38376228020.83984,32497295491.72119,36823349950.25635,57107173632.93457,50025171274.41406,50150389921.44141,86977720802.95117,51073008781.91016,325456912533.7344,63354617794.921875,176695529376.0,97122269069.83008,105614489111.9414,199999456251.0205,377699406357.72656,321013543252.93945,62724233878.00781,211904412160.0,76876521775.62402,111644000932.03027,76165837344.0,54466931418.12793,184829976466.07812,137505904299.75586,60752128617.447266,128796987302.96875,33979476597.05493,305851849060.45703,112739690256.71387,99801586127.62451,188467875893.5547,74119481453.62988,823108697283.0859,89880314116.44727,128027805696.0,92403802167.02832,97410630048.0,130528762275.2832,162746514025.98145,242898298709.71875,219622463828.41016,135382880312.69531,94154762168.30469,64857081359.86328,111042958855.61719,76648304699.70703,50856255334.47266,60460079204.22363,165820089141.6006,32743067526.85547,95851666512.0,82648423210.64355,72228680020.34912,88750408576.5039,263472736587.89062,91600576543.39453,82436479291.38281,82854328289.6748,224948757759.17188,250431683970.16406,73208241998.67773,202920059278.83984,262282613875.34766,317171776193.0039
2018-12-03,725329046083.9414,166407836788.9414,129186598280.69629,104693048247.77344,119587673080.44434,31729332682.595947,23572567440.216064,111193453626.07324,76906419171.31055,907768376140.8281,84722042738.02588,219166702842.3047,231025655284.48633,48488570000.0,40877141426.738525,71114730256.95801,65414985544.0332,112563549418.61133,290718328307.8887,128563368612.38281,73176510379.34724,49947234617.02832,52644384520.50781,162590163583.79102,34618350771.612305,82405086332.79492,102243107100.95215,142496202972.4121,196906896410.1504,102818798237.95508,227157488588.9502,38936976442.93652,81537840384.0,213154544055.43848,,67817378816.0,39650670650.48828,32880366037.73877,38159523349.91455,58479557240.478516,51317291490.234375,49364742377.990234,90732237499.21289,54214677504.0,336308149021.8125,64494912000.0,184276087584.73242,99851548800.0,109095614598.39258,208550003200.0,378297142804.5469,328406933183.291,63080134583.01953,215666792001.6504,79461593295.73145,112621750987.96973,77226967998.77344,55955323674.28955,193686470043.1172,137330688865.74023,61051737276.3418,130380178432.0,34691690353.32495,316337452288.0,116518646823.85254,97641689361.87744,192535519674.07227,75271855026.96289,840210346496.0,91261303845.77637,130334974529.78516,96041156332.8584,106580509292.1211,134193009090.45117,165984093897.1338,248361507446.53125,223134344069.53906,134311858567.30469,97390322731.54297,67408138130.18799,113829148728.67969,77232971148.68164,51336033996.58203,60983262000.0,171381628620.49512,33430790940.856934,97838127266.5459,82192468288.0,76067997696.0,93034536640.0,263482056000.0,95722111232.0,84523849322.50781,84126654749.65527,234641904640.0,250137405952.0,73363545547.74219,205546601760.77344,263952161487.03516,324408714266.30273
2018-12-04,711527073068.7539,165702118077.64844,129099645473.04199,105002141266.7539,116152014559.93652,31164806207.363525,23330744081.51245,109323309098.07324,76090843907.31055,900863162550.6562,83138941398.27832,214769052288.0,225686324208.64844,48187508583.55713,39874940865.18164,70831451663.40332,64747039237.66211,112227405717.38867,288295469238.9844,125721115464.76562,71216607974.57793,49232003329.02832,53100649452.14844,163047697918.95508,34404540334.7959,84014468391.04102,102859082550.47607,139019015838.62305,198455423550.62402,101857275773.95508,226837737341.15918,38512328292.180176,80209619917.71094,211272427318.98926,,69173728038.61035,39239194290.015625,33135746401.75049,37530736749.572754,57056904000.0,49492958764.64844,50739624539.25781,88312384939.41016,53130385650.84375,330613700881.6953,63394509931.640625,182034094551.53906,98719899945.08496,108071244354.15967,206547925078.6123,380246190292.5469,326127550612.93945,63080134583.01953,216099259883.82812,80269425344.26855,112631245746.07568,74891975103.38672,55386921396.74072,194983922989.6797,135644162330.88574,61528382692.72363,131151818658.77344,34109667684.81006,311315862300.35547,114780874973.14453,99587383234.25293,192002853188.47656,75238452063.40723,832328745469.5312,92318538960.0,128085598195.57031,96439770357.83008,103888208775.70898,134410154857.84961,164454857174.01855,247611653577.9375,220353118769.1289,135677802090.08594,97334533829.0664,65714861869.81201,113305010247.42188,77347609399.41406,51968463833.618164,61169647554.93164,171327631502.95605,33260012473.14453,97386834412.18213,80944581539.54785,75233365784.25293,91455220591.11816,266414801117.43164,95313616714.46484,82335010529.27344,82808342558.99512,231615841081.625,244251813514.8203,74140063293.06445,202432266683.5166,264571523712.0,329017709108.1035
