Date,META US Equit,AAPL US Equit,MSFT US Equit,CAT US Equity,BAC US Equity,IBE SM Equity,RACE IM Equit,NVDA US Equi,QQQ US Equity,ORGN US Equi
2022-12-30,,,,,,,,,,
2023-01-03,0.03656307129798897,-0.03740475640729635,-0.001000750562922148,-0.0028385373184171003,0.011775362318840576,-0.011351211912067116,0.0023002392062236865,-0.020459833036813868,-0.006759801712482916,0.00433839479392617
2023-01-04,0.021083854417187853,0.010314224034540631,-0.04374321729693642,0.010381781647689214,0.018800358102059267,0.018156715392730227,0.017135129353172074,0.03031784841075802,0.0047640653357532425,0.06263498920086397
2023-01-05,-0.0033759912067206077,-0.010604621715732843,-0.02963771278917504,-0.004474643685780655,-0.00205038078500297,-0.012174590432419974,-0.008222760613087243,-0.032815784120957425,-0.015654399036652444,-0.014227642276422814
2023-01-06,0.024263431542461023,0.03679411294192936,0.01178534478880855,0.03570834026968539,0.009979454065159876,-0.0034507611518342918,0.024975981573035044,0.04164037854889591,0.027601498585518858,0.035051546391752675
2023-01-09,-0.004230118443316555,0.004088875173584361,0.009736362423865108,-0.009001044764124444,-0.015111886079627879,0.0045048850331961265,0.04487372665014333,0.0517531462413352,0.006473214285714235,0.033864541832669515
2023-01-10,0.0271877655055226,0.004456396465616574,0.007617118703768799,0.01577325439948085,0.006786662732369386,-0.005633742383935436,-0.0130452196382429,0.01798054773483493,0.00846455237672794,0.01348747591522148
2023-01-11,-0.0007519362358073822,0.0211122160177466,0.030238147258029313,0.0008782084547522828,0.007620164126612039,0.010486435638864755,0.017155450364771507,0.005782890187943757,0.017300150276729154,0.009505703422053147
2023-01-12,0.028745579050342585,-0.0005992958274029236,0.011621495525300007,0.017309456387349043,0.002617801047120283,0.01643968755284475,0.00856014242322578,0.03187300793700398,0.005404431633939888,0.043314500941619594
2023-01-13,0.0019749835418036987,0.01011918147065427,0.0030187413525637474,0.013290469282941864,0.022048157818392644,-0.008304099955047217,0.0022095483488531187,0.023499485191690317,0.0068804873678551814,-0.0072202166064981865
2023-01-17,-0.011826544021024787,0.008756307509646843,0.0046816870793797705,-0.008511955428306073,-0.020153278455861345,-0.004248245289988795,0.01268323783382952,0.04751760459198762,0.0020286863366194563,0.0
2023-01-18,-0.017287234042553168,-0.005370016183610327,-0.0188891200332848,-0.013423866385702032,-0.023174971031286296,-0.007887764010353737,0.0076329284211895665,-0.018359507400293795,-0.012999928962136864,-0.014545454545454528
